,weekNumber,totalPoints,isInIdealFormation,playerTeam,playerName,mins_played,goals,goal_assist,offtarget_att_assist,pen_area_entries,penalty_won,penalty_save,saves,effective_clearance,penalty_failed,own_goals,goals_conceded,yellow_card,second_yellow_card,red_card,total_scoring_att,won_contest,ball_recovery,poss_lost_all,penalty_conceded,marca_points
0,1.0,2.0,False,Granada CF,Melendo,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,8,0,-1
1,2.0,2.0,False,Granada CF,Melendo,80,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,5,0,-1
2,3.0,0.0,False,Granada CF,Melendo,83,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,2,5,1,-1
3,4.0,0.0,False,Granada CF,Melendo,24,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,-1
4,5.0,1.0,False,Granada CF,Melendo,74,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,7,5,0,-1
5,6.0,5.0,False,Granada CF,Melendo,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,12,0,-1
6,7.0,2.0,False,Granada CF,Melendo,62,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,-1
7,8.0,0.0,False,Granada CF,Melendo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
8,9.0,0.0,False,Granada CF,Melendo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
9,10.0,2.0,False,Granada CF,Melendo,63,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,6,0,-1
10,11.0,5.0,False,Granada CF,Melendo,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,7,0,-1
11,12.0,2.0,False,Granada CF,Melendo,73,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,6,0,-1
12,13.0,4.0,False,Granada CF,Melendo,65,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,9,0,-1
13,14.0,2.0,False,Granada CF,Melendo,79,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,5,10,0,-1
14,15.0,0.0,False,Granada CF,Melendo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
15,16.0,0.0,False,Granada CF,Melendo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
16,17.0,2.0,False,Granada CF,Melendo,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,-1
17,18.0,0.0,False,Granada CF,Melendo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
18,19.0,0.0,False,Granada CF,Melendo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
19,20.0,2.0,False,Granada CF,Melendo,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
20,21.0,2.0,False,Granada CF,Melendo,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1
21,22.0,3.0,False,Granada CF,Melendo,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,6,0,-1
22,23.0,1.0,False,Granada CF,Melendo,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
23,24.0,2.0,False,Granada CF,Melendo,75,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,4,10,0,-1
24,25.0,3.0,False,Granada CF,Melendo,45,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,3,0,-1
25,1.0,2.0,False,Granada CF,"Vallejo, Jesus",90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,7,7,0,-1
26,9.0,0.0,False,Granada CF,"Vallejo, Jesus",6,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,-1
27,19.0,2.0,False,Granada CF,"Vallejo, Jesus",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1
28,20.0,0.0,False,Granada CF,"Vallejo, Jesus",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
29,1.0,0.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,2,11,0,-1
30,2.0,3.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,6,14,0,-1
31,3.0,6.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,8,0,0,2,0,0,0,0,0,9,7,0,-1
32,4.0,-3.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,2,0,0,5,1,0,0,0,0,5,12,0,-1
33,5.0,7.0,False,Granada CF,"Miquel, I",90,0,1,1,0,0,0,0,4,0,0,4,0,0,0,0,1,6,2,0,-1
34,6.0,4.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,7,11,0,-1
35,7.0,4.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,4,0,0,1,1,0,0,1,0,9,5,0,-1
36,8.0,0.0,False,Granada CF,"Miquel, I",45,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,4,0,-1
37,9.0,4.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,7,4,0,-1
38,10.0,2.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,8,0,0,2,1,0,0,0,0,5,12,0,-1
39,11.0,1.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,1,7,14,0,-1
40,12.0,5.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,6,10,0,-1
41,13.0,3.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,3,8,0,-1
42,14.0,7.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,2,15,7,0,-1
43,15.0,1.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,2,0,-1
44,16.0,4.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,5,13,0,-1
45,17.0,6.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,6,0,0,1,0,0,0,1,0,8,13,0,-1
46,18.0,2.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,3,0,0,3,0,0,0,1,0,2,5,0,-1
47,19.0,7.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,4,0,0,0,1,0,0,1,0,4,6,0,-1
48,20.0,4.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,1,11,0,-1
49,21.0,4.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,3,8,0,-1
50,22.0,2.0,False,Granada CF,"Miquel, I",90,0,0,0,0,0,0,0,4,0,0,2,0,0,0,1,0,6,12,0,-1
51,23.0,2.0,False,Granada CF,"Miquel, I",66,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,4,10,0,-1
52,24.0,9.0,False,Granada CF,"Miquel, I",90,1,0,0,0,0,0,0,6,0,0,3,1,0,0,1,1,6,9,0,-1
53,23.0,5.0,False,Granada CF,Pellistri,63,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,4,11,0,-1
54,24.0,14.0,True,Granada CF,Pellistri,84,1,1,0,1,0,0,0,0,0,0,3,0,0,0,2,0,6,10,0,-1
55,25.0,3.0,False,Granada CF,Pellistri,89,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,13,0,-1
56,1.0,0.0,False,Granada CF,"Gumbau, Gerard",74,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,2,19,0,-1
57,2.0,0.0,False,Granada CF,"Gumbau, Gerard",80,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,3,15,0,-1
58,3.0,9.0,False,Granada CF,"Gumbau, Gerard",90,0,1,1,2,0,0,0,0,0,0,2,0,0,0,0,1,5,12,0,-1
59,4.0,0.0,False,Granada CF,"Gumbau, Gerard",79,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,1,5,14,0,-1
60,5.0,3.0,False,Granada CF,"Gumbau, Gerard",90,0,0,0,2,0,0,0,1,0,0,4,0,0,0,1,0,6,15,0,-1
61,6.0,3.0,False,Granada CF,"Gumbau, Gerard",64,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,3,6,0,-1
62,7.0,4.0,False,Granada CF,"Gumbau, Gerard",73,0,0,1,5,0,0,0,2,0,0,1,1,0,0,0,0,3,10,0,-1
63,8.0,3.0,False,Granada CF,"Gumbau, Gerard",90,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,5,21,0,-1
64,9.0,7.0,False,Granada CF,"Gumbau, Gerard",90,0,1,1,3,0,0,0,0,0,0,2,0,0,0,0,0,4,9,0,-1
65,10.0,1.0,False,Granada CF,"Gumbau, Gerard",87,0,0,0,2,0,0,0,1,0,0,2,1,0,0,1,1,0,17,0,-1
66,12.0,3.0,False,Granada CF,"Gumbau, Gerard",73,0,0,0,2,0,0,0,2,0,0,1,1,0,0,1,0,4,6,0,-1
67,13.0,3.0,False,Granada CF,"Gumbau, Gerard",90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,23,0,-1
68,14.0,4.0,False,Granada CF,"Gumbau, Gerard",90,0,0,0,1,0,0,0,1,0,0,3,0,0,0,1,0,8,18,0,-1
69,15.0,0.0,False,Granada CF,"Gumbau, Gerard",90,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,0,7,12,0,-1
70,16.0,4.0,False,Granada CF,"Gumbau, Gerard",90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,15,0,-1
71,17.0,5.0,False,Granada CF,"Gumbau, Gerard",90,0,0,1,2,0,0,0,0,0,0,1,1,0,0,0,1,7,18,0,-1
72,18.0,2.0,False,Granada CF,"Gumbau, Gerard",90,0,0,0,4,0,0,0,1,0,0,3,1,0,0,0,1,4,20,0,-1
73,20.0,1.0,False,Granada CF,"Gumbau, Gerard",22,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,5,0,-1
74,21.0,6.0,False,Granada CF,"Gumbau, Gerard",80,0,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,2,7,0,-1
75,22.0,1.0,False,Granada CF,"Gumbau, Gerard",59,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,3,9,0,-1
76,23.0,1.0,False,Granada CF,"Gumbau, Gerard",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
77,24.0,1.0,False,Granada CF,"Gumbau, Gerard",89,0,0,0,1,0,0,0,2,0,0,3,0,0,0,0,1,2,10,0,-1
78,25.0,9.0,False,Granada CF,"Gumbau, Gerard",25,0,1,2,0,0,0,0,0,0,0,0,1,0,0,1,0,1,6,0,-1
79,5.0,0.0,False,Granada CF,"Torrente, Raul",29,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5,0,-1
80,6.0,7.0,False,Granada CF,"Torrente, Raul",73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,-1
81,7.0,3.0,False,Granada CF,"Torrente, Raul",90,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,2,11,0,-1
82,8.0,4.0,False,Granada CF,"Torrente, Raul",90,0,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,8,8,0,-1
83,9.0,1.0,False,Granada CF,"Torrente, Raul",31,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,7,0,-1
84,10.0,0.0,False,Granada CF,"Torrente, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
85,11.0,1.0,False,Granada CF,"Torrente, Raul",90,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,4,11,0,-1
86,12.0,1.0,False,Granada CF,"Torrente, Raul",90,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,4,22,1,-1
87,13.0,6.0,False,Granada CF,"Torrente, Raul",90,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,10,19,0,-1
88,14.0,-1.0,False,Granada CF,"Torrente, Raul",90,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0,0,4,10,0,-1
89,15.0,1.0,False,Granada CF,"Torrente, Raul",90,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,4,4,0,-1
90,16.0,6.0,False,Granada CF,"Torrente, Raul",90,0,0,1,0,0,0,0,8,0,0,1,0,0,0,0,0,4,14,0,-1
91,17.0,6.0,False,Granada CF,"Torrente, Raul",90,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,5,11,0,-1
92,18.0,1.0,False,Granada CF,"Torrente, Raul",90,0,0,0,0,0,0,0,3,0,0,3,1,0,0,0,0,6,7,0,-1
93,19.0,0.0,False,Granada CF,"Torrente, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
94,20.0,0.0,False,Granada CF,"Torrente, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
95,21.0,0.0,False,Granada CF,"Torrente, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
96,22.0,0.0,False,Granada CF,"Torrente, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
97,23.0,0.0,False,Granada CF,"Torrente, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
98,24.0,2.0,False,Granada CF,"Torrente, Raul",1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,-1
99,25.0,0.0,False,Granada CF,"Torrente, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
100,1.0,2.0,False,Granada CF,"Uzuni, Myrto",90,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,3,10,0,-1
101,2.0,3.0,False,Granada CF,"Uzuni, Myrto",90,0,0,0,0,0,0,0,1,0,0,2,0,0,0,2,0,3,7,0,-1
102,3.0,10.0,False,Granada CF,"Uzuni, Myrto",89,1,0,0,0,0,0,0,0,0,0,2,0,0,0,1,2,5,4,0,-1
103,4.0,1.0,False,Granada CF,"Uzuni, Myrto",90,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,4,7,0,-1
104,5.0,5.0,False,Granada CF,"Uzuni, Myrto",90,1,0,0,0,0,0,0,0,0,0,4,1,0,0,2,0,3,6,0,-1
105,6.0,1.0,False,Granada CF,"Uzuni, Myrto",90,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,11,0,-1
106,7.0,2.0,False,Granada CF,"Uzuni, Myrto",38,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,2,0,-1
107,8.0,7.0,False,Granada CF,"Uzuni, Myrto",17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,0,-1
108,9.0,1.0,False,Granada CF,"Uzuni, Myrto",58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,3,0,-1
109,10.0,1.0,False,Granada CF,"Uzuni, Myrto",27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,-1
110,11.0,12.0,False,Granada CF,"Uzuni, Myrto",90,1,0,3,1,0,0,0,0,0,0,3,0,0,0,2,3,1,5,0,-1
111,12.0,3.0,False,Granada CF,"Uzuni, Myrto",82,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,5,0,-1
112,13.0,3.0,False,Granada CF,"Uzuni, Myrto",84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,9,0,-1
113,14.0,8.0,False,Granada CF,"Uzuni, Myrto",90,1,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,2,4,0,-1
114,15.0,1.0,False,Granada CF,"Uzuni, Myrto",64,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,-1
115,16.0,3.0,False,Granada CF,"Uzuni, Myrto",90,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,2,8,0,-1
116,17.0,3.0,False,Granada CF,"Uzuni, Myrto",90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,3,0,-1
117,18.0,3.0,False,Granada CF,"Uzuni, Myrto",45,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,-1
118,19.0,12.0,False,Granada CF,"Uzuni, Myrto",80,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,-1
119,20.0,1.0,False,Granada CF,"Uzuni, Myrto",86,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,6,0,-1
120,21.0,3.0,False,Granada CF,"Uzuni, Myrto",67,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,3,4,0,-1
121,22.0,-1.0,False,Granada CF,"Uzuni, Myrto",89,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,2,9,0,-1
122,23.0,3.0,False,Granada CF,"Uzuni, Myrto",45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,3,0,-1
123,24.0,7.0,False,Granada CF,"Uzuni, Myrto",84,0,1,1,0,0,0,0,0,0,0,3,0,0,0,1,0,1,5,0,-1
124,25.0,10.0,False,Granada CF,"Uzuni, Myrto",90,1,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,4,0,-1
125,19.0,2.0,False,Granada CF,"Arezo, Matias",10,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,3,1,0,-1
126,20.0,1.0,False,Granada CF,"Arezo, Matias",22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,-1
127,21.0,2.0,False,Granada CF,"Arezo, Matias",23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,-1
128,22.0,2.0,False,Granada CF,"Arezo, Matias",90,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,10,0,-1
129,23.0,0.0,False,Granada CF,"Arezo, Matias",45,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,3,0,-1
130,24.0,2.0,False,Granada CF,"Arezo, Matias",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
131,25.0,0.0,False,Granada CF,"Arezo, Matias",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
132,1.0,7.0,False,Granada CF,"Villar, G",32,0,1,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,7,0,-1
133,2.0,2.0,False,Granada CF,"Villar, G",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-1
134,4.0,7.0,False,Granada CF,"Villar, G",11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,-1
135,5.0,2.0,False,Granada CF,"Villar, G",28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,0,-1
136,6.0,3.0,False,Granada CF,"Villar, G",26,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,1,3,9,0,-1
137,7.0,3.0,False,Granada CF,"Villar, G",63,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,6,4,0,-1
138,8.0,4.0,False,Granada CF,"Villar, G",45,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,2,4,9,0,-1
139,9.0,2.0,False,Granada CF,"Villar, G",59,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,6,7,0,-1
140,10.0,5.0,False,Granada CF,"Villar, G",83,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,13,6,0,-1
141,11.0,6.0,False,Granada CF,"Villar, G",60,0,1,0,0,0,0,0,1,0,0,3,0,0,0,0,0,5,10,0,-1
142,12.0,4.0,False,Granada CF,"Villar, G",90,0,0,0,0,0,0,0,4,0,0,1,1,0,0,0,1,13,11,0,-1
143,13.0,12.0,True,Granada CF,"Villar, G",84,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,6,15,0,-1
144,14.0,2.0,False,Granada CF,"Villar, G",62,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,2,4,7,0,-1
145,16.0,4.0,False,Granada CF,"Villar, G",79,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,9,0,-1
146,17.0,3.0,False,Granada CF,"Villar, G",71,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,5,0,-1
147,18.0,1.0,False,Granada CF,"Villar, G",45,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,9,0,-1
148,19.0,8.0,False,Granada CF,"Villar, G",90,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,4,10,0,-1
149,20.0,6.0,False,Granada CF,"Villar, G",87,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,5,9,0,-1
150,21.0,5.0,False,Granada CF,"Villar, G",90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,8,13,0,-1
151,22.0,4.0,False,Granada CF,"Villar, G",90,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,14,0,-1
152,23.0,7.0,False,Granada CF,"Villar, G",63,0,0,0,3,0,0,0,3,0,0,0,1,0,0,0,0,5,7,0,-1
153,25.0,0.0,False,Granada CF,"Villar, G",33,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,5,0,-1
154,20.0,2.0,False,Granada CF,"Hongla, Martin",3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,-1
155,23.0,2.0,False,Granada CF,"Hongla, Martin",89,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,10,0,-1
156,24.0,4.0,False,Granada CF,"Hongla, Martin",90,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,10,6,0,-1
157,25.0,5.0,False,Granada CF,"Hongla, Martin",65,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,5,0,-1
158,1.0,0.0,False,Granada CF,"F, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
159,2.0,0.0,False,Granada CF,"F, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
160,3.0,4.0,False,Granada CF,"F, Raul",90,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,9,15,0,-1
161,4.0,1.0,False,Granada CF,"F, Raul",90,0,0,0,0,0,0,2,1,0,0,5,0,0,0,0,0,9,18,0,-1
162,5.0,3.0,False,Granada CF,"F, Raul",90,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,8,3,0,-1
163,6.0,0.0,False,Granada CF,"F, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
164,7.0,0.0,False,Granada CF,"F, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
165,14.0,0.0,False,Granada CF,"F, Raul",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
166,15.0,2.0,False,Granada CF,"F, Raul",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
167,1.0,3.0,False,Granada CF,"Rubio, Miguel",90,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,9,7,0,-1
168,2.0,2.0,False,Granada CF,"Rubio, Miguel",90,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,6,19,0,-1
169,3.0,9.0,False,Granada CF,"Rubio, Miguel",90,1,0,0,0,0,0,0,1,0,0,2,0,0,0,1,0,7,12,0,-1
170,4.0,2.0,False,Granada CF,"Rubio, Miguel",65,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,5,7,0,-1
171,7.0,0.0,False,Granada CF,"Rubio, Miguel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
172,8.0,3.0,False,Granada CF,"Rubio, Miguel",45,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,2,0,-1
173,9.0,4.0,False,Granada CF,"Rubio, Miguel",90,0,0,0,0,0,0,0,9,0,0,2,1,0,0,0,0,7,5,0,-1
174,10.0,3.0,False,Granada CF,"Rubio, Miguel",89,0,0,0,0,0,0,0,6,0,0,2,0,0,0,0,1,5,19,0,-1
175,16.0,0.0,False,Granada CF,"Rubio, Miguel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
176,17.0,0.0,False,Granada CF,"Rubio, Miguel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
177,18.0,0.0,False,Granada CF,"Rubio, Miguel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
178,19.0,1.0,False,Granada CF,"Rubio, Miguel",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1
179,20.0,0.0,False,Granada CF,"Rubio, Miguel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
180,21.0,0.0,False,Granada CF,"Rubio, Miguel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
181,22.0,0.0,False,Granada CF,"Rubio, Miguel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
182,23.0,0.0,False,Granada CF,"Rubio, Miguel",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
183,24.0,0.0,False,Granada CF,"Rubio, Miguel",90,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,7,9,0,-1
184,25.0,5.0,False,Granada CF,"Rubio, Miguel",90,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,2,4,10,0,-1
185,1.0,3.0,False,Granada CF,"Callejon, Jose",74,0,0,0,1,0,0,0,2,0,0,2,0,0,0,0,0,6,11,0,-1
186,2.0,4.0,False,Granada CF,"Callejon, Jose",62,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,-1
187,3.0,9.0,False,Granada CF,"Callejon, Jose",83,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,1,4,9,0,-1
188,4.0,3.0,False,Granada CF,"Callejon, Jose",66,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,6,10,0,-1
189,5.0,1.0,False,Granada CF,"Callejon, Jose",62,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,6,0,-1
190,6.0,0.0,False,Granada CF,"Callejon, Jose",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1
191,7.0,3.0,False,Granada CF,"Callejon, Jose",28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,-1
192,8.0,1.0,False,Granada CF,"Callejon, Jose",45,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,5,0,-1
193,9.0,1.0,False,Granada CF,"Callejon, Jose",16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,-1
194,10.0,2.0,False,Granada CF,"Callejon, Jose",7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,-1
195,11.0,2.0,False,Granada CF,"Callejon, Jose",22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,-1
196,12.0,2.0,False,Granada CF,"Callejon, Jose",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,-1
